U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,low_plausibility_evidence_tier,original_tuna_prior_pair,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank,tuna_original_rank
context,P04049,U,False,False,,False,11,SEPTIN10,454,24253579b6d2e95726b6e5b10bdfbe1a5e60d9b93abae05260fbc54f7028df05,Q9P0V9,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.4864094257354736,-0.6073076923688253,0.5246081352233887,-9.321245193481445,-7.986841201782227,-6.908299922943115,-8.072128772735596,133.0,103.0,191.0,178.0
context,P04049,U,False,False,,False,12,CDC123,336,6921e2791e838528ed7ef351dc2cc4843395240b80b7505e3056b212c4271e3e,O75794,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-3.098330020904541,-2.9406391779581704,0.4174067974090576,-9.293309211730957,-8.215596199035645,-9.788334846496582,-9.099080085754395,373.0,341.0,271.0,270.0
context,P04049,U,False,False,,False,13,CARS1,748,aaec77bda46be5ed3afd6b9d7a537e1900ace52b24463bd403dce512c9dea9ea,P49589,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.394868850708008,-2.904659907023112,0.33186212182044983,-8.102614402770996,-8.091150283813477,-5.555974006652832,-7.2499128977457685,278.0,337.0,109.0,344.0
context,P04049,U,False,False,,False,14,GAS2L1,681,bf3139cc546e7dc498de139039f36d0102f707f2c7e0b9dc39ac471779ee2a8a,Q99501,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.2386879920959473,0.2268314560254415,0.4758610427379608,-8.070833206176758,-9.651095390319824,-4.148139476776123,-7.290022691090901,92.0,39.0,113.0,228.0
context,P04049,U,False,False,,False,15,GORAB,369,d440000f92ccee82b69ac296f1b7a9696d4b22b87df22c536d873b516329b757,Q5T7V8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.3995877504348755,-0.5510698556900024,0.35424283146858215,-8.251382827758789,-8.52452564239502,-9.767354965209961,-8.84775447845459,120.0,98.0,249.0,324.0
context,P04049,U,False,False,,False,16,PFKL,780,48c2be0a43633acbf432ae16566864a8402e0d66b711cab6ca0fbb2759a6dbbf,P17858,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.1916751861572266,-2.0104605158170066,0.5435470342636108,-9.858838081359863,-10.080819129943848,-8.433927536010742,-9.45786158243815,244.0,238.0,300.0,149.0
context,P04049,U,False,False,,False,17,EIF4A3,411,b8d9424649e6338232cbd11956a20dc129570325944185ed15a1e60cfb3c2add,P38919,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.3495675722757976,-1.713535984357198,0.27486804127693176,-8.107352256774902,-6.90840482711792,-6.126967906951904,-7.047574996948242,109.0,196.0,101.0,385.0
context,P04049,U,False,False,,False,18,FGD1,961,faf70124802312c3a4edb0107c27bade50bf744b16376caf8398d82539d0a7fe,P98174,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.9556117455164591,-0.07226018110911052,0.5398846864700317,-7.084315776824951,-6.421019554138184,-4.071533679962158,-5.858956336975098,57.0,57.0,32.0,158.0
context,P04049,U,False,False,,False,19,CDC20,499,bad437a417a184a712dc35dd65c7178f5671e77cc8a22b2f2c547b14e215d08a,Q12834,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.966248353322347,-3.1093661785125732,0.21542537212371826,-10.613436698913574,-6.417551517486572,-7.081823348999023,-8.037603855133057,353.0,359.0,189.0,415.0
context,P04049,U,False,False,,False,20,HENMT1,393,5ba0443e04f17b78dad950c43f0843c626961332335f1edcd0d905f5e3317869,Q5T8I9,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.7750519315401713,-0.8020104964574178,0.4311881363391876,-9.877854347229004,-7.996870517730713,-7.322333812713623,-8.399019559224447,38.0,122.0,217.0,258.0
context,P04049,U,False,False,,False,21,EPN1,576,29defcccf3407df7660392068d598c7499fb428be9ceefaa9a31a6e72cee515a,Q9Y6I3,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.3692350188891093,0.27505528926849365,0.5976997017860413,-5.4363579750061035,-6.062176704406738,-4.759568214416504,-5.419367631276448,20.0,35.0,14.0,96.0
context,P04049,U,False,False,,False,22,DRC9,443,77f914d8698e20862b4c15837df0936df62186b31a5956c37a9eba8b4e1cf137,Q9H095,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.7623145977656046,-0.12334215641021729,0.23333513736724854,-7.148841381072998,-5.6578288078308105,-9.467916488647461,-7.424862225850423,37.0,62.0,123.0,410.0
context,P04049,U,False,False,,False,23,NOCT,431,f7dbf1f8a1ead786e8ab1d17bba161f6e0f09b8a924061e230e733a710beeaa8,Q9UK39,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.9242190718650818,-1.0552340745925903,0.5370545983314514,-10.998672485351562,-8.871828079223633,-7.472700119018555,-9.114400227864584,55.0,145.0,273.0,160.0
context,P04049,U,False,False,,False,24,INCENP,918,cc4191ee04ad1c066df56a7d7d8d28a100ecdf74205d848043782e37d26c84f5,Q9NQS7,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.2681934436162312,-0.16791239380836487,0.24416638910770416,-8.2177734375,-6.763987064361572,-7.386330604553223,-7.456030368804932,95.0,70.0,127.0,403.0
context,P04049,U,False,False,,False,25,SYNPO2L,977,5be2df853117b557e1a990953f754154563f6dd1b8e0ae5ddfee86d6b1c2951d,Q9H987,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.9089068571726482,-0.1473389764626821,0.4946250915527344,-8.1404390335083,-6.014031410217285,-5.0521016120910645,-6.402190685272217,199.0,67.0,62.0,211.0
context,P04049,U,False,False,,False,26,M1AP,530,5f6dd667bd3f81e948e005f7860f9afe97568cd4a9938337d0c5cbc2ca5010c9,Q8TC57,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.5407052834828696,-0.6054174900054932,0.43510574102401733,-6.6622185707092285,-5.7153496742248535,-5.957029342651367,-6.111532529195149,300.0,101.0,47.0,256.0
context,P04049,U,False,False,,False,27,RBMS3,437,47b49c4892fd20f0a966e4e7de8d3eda3d07ac6a70ca4d06842295103ee8a8fa,Q6XE24,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.728603720664978,-2.291366219520569,0.21988455951213837,-12.009980201721191,-10.913527488708496,-8.99916934967041,-10.640892346700033,166.0,273.0,375.0,413.0
context,P04049,U,False,False,,False,28,BSPRY,402,fb19a8fcaa16a8b831c642aa8f60ce1f0d42f353ff64cdb527c2427030585ed1,Q5W0U4,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.449280818303426,-0.21667377154032388,0.4715684652328491,-7.514199256896973,-8.457526206970215,-5.316836357116699,-7.096187273661296,125.0,73.0,103.0,231.0
context,P04049,U,False,False,,False,29,SYTL1,562,ba4e1cf80bce4ff0008dc00d9dda1e09fa91a7cc7841e258eba9cf614c1c48fb,Q8IYJ3,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.630918025970459,0.26953097184499103,0.6896494626998901,-6.435283184051514,-5.823454856872559,-4.240206241607666,-5.499648094177246,156.0,36.0,22.0,8.0
context,P04049,U,False,False,,False,30,CEP57,500,4a466483464183af8627359347c6292cc23999670f77567d6f8ca4f73989ea79,Q86XR8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.987254003683726,0.24787948528925577,0.39492714405059814,-6.175786972045898,-7.455078601837158,-4.575061798095703,-6.068642457326253,59.0,37.0,45.0,290.0
context,P04049,U,False,False,,False,31,MAGEC1,1142,33b4e98c8dc7a474f46fec197c17532455f2e81f596ad7ad6bbc18b72353ad54,O60732,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.09263636730611324,-0.4515105088551839,0.3223310112953186,-5.233631610870361,-8.657206535339355,-12.095892906188965,-8.662243684132894,10.0,90.0,230.0,355.0
context,P04049,U,False,False,,False,32,MAP3K14,947,24b32b230026371590c5e36127c36ad399bb195b71891e9dd86cafff6439cda2,Q99558,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.347818930943807,-0.8200874129931132,0.247126966714859,-7.13712215423584,-7.714356899261475,-4.722297191619873,-6.5245920817057295,270.0,124.0,71.0,401.0
context,P04049,U,False,False,,False,33,ARHGEF1,912,46ae2ca491a78b9c2a476ce372cb54842db7e129f5659a2034bf69c1301cdac9,Q92888,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.032058278719584,0.6953990459442139,0.5141810178756714,-6.945646286010742,-6.202782154083252,-5.657031536102295,-6.268486658732097,224.0,13.0,55.0,190.0
context,P04049,U,False,False,,False,34,SOHLH1,328,4a4c79afaae58625e13cffdb721ce71a73d767da59c1332072e0e949d4a385ba,Q5JUK2,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.811320463816325,-1.554982582728068,0.3454177975654602,-9.306891441345215,-10.308147430419922,-8.483992576599121,-9.36634381612142,183.0,187.0,288.0,334.0
context,P04049,U,False,False,,False,35,ANLN,1124,37733a3a61eb08c73137b1e3b8d7c9831ef19788d5aff3503135da450340b1b3,Q9NQW6,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.323965549468994,-0.7063950498898824,0.5048568844795227,-5.853719234466553,-7.43881893157959,-5.516894340515137,-6.269810835520427,266.0,114.0,56.0,201.0
context,P04049,U,False,False,,False,36,EIF3L,564,2658949f15efafac1e0a4f0837507a8472e6c2329c6b2181a4e1d5d8d23b1431,Q9Y262,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.364499489466349,-2.0022353728612265,0.32909896969795227,-7.6293559074401855,-6.607828617095947,-5.591389179229736,-6.609524567921956,275.0,236.0,79.0,348.0
context,P04049,U,False,False,,False,37,TRIM17,477,f4eb2cd915ec69f2ce48fbd3f86dafd373ca2f620e6283e60454b19107262a59,Q9Y577,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.9133630196253458,0.47262875239054364,0.42242276668548584,-9.209627151489258,-5.937480926513672,-7.9784955978393555,-7.708534558614095,53.0,25.0,155.0,266.0
context,P04049,U,False,False,,False,38,TCHP,498,e6c92593971e7382364d852c85fe4338af0dfc5315a4ffd83b2fa48caf4f990d,Q9BT92,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,0.042917308397591114,-0.40394678463538486,0.19884885847568512,-5.4330925941467285,-5.450028419494629,-5.347946643829346,-5.410355885823567,4.0,85.0,12.0,429.0
context,P04049,U,False,False,,False,39,NCDN,729,b10cbd6bfd502f685b15305a48f07a69a6cf214af441eff35605ca7b87ad6e5f,Q9UBB6,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.494497537612915,-0.2670445529123147,0.3513113260269165,-8.933048248291016,-6.882935523986816,-6.434382438659668,-7.416788736979167,294.0,79.0,122.0,327.0
context,P04049,U,False,False,,False,40,MKRN2,416,a2dc3019026430853f4f2fe8f8ff3e55367d6e432995ba9d7d90f282fd3ff20d,Q9H000,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.8312526345252991,-1.104057788848877,0.17010453343391418,-8.777064323425293,-11.49323844909668,-8.061631202697754,-9.443977991739908,45.0,150.0,297.0,442.0
context,P04049,U,False,False,,False,41,ANKS6,871,f1f32ca4062e6bfd77338b0e474374439f3039994dd965e7f1fc3009bcf4b21d,Q68DC2,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.132460594177246,0.49582426249980927,0.4752516448497772,-9.01278305053711,-7.26364278793335,-8.882691383361816,-8.386372407277426,76.0,23.0,214.0,229.0
context,P04049,U,False,False,,False,42,BCL3,454,baee5b5b45133f84edd3f52a9076b27785d0a9204cc1dbb8b38a7aeed08ed9c1,P20749,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.13797660420338312,0.2409676412741343,0.32885757088661194,-7.912204742431641,-6.886706829071045,-3.3114240169525146,-6.036778529485066,11.0,38.0,42.0,349.0
context,P04049,U,False,False,,False,43,RBM27,1060,e6bbc422954f93bc41b5ff44a38722fd2c77fd470523888787e080b62fb481db,Q9P2N5,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.0065435568491619,-0.48592854539553326,0.09981927275657654,-8.751707077026367,-12.093971252441406,-7.934807777404785,-9.59349536895752,64.0,93.0,310.0,451.0
context,P04049,U,False,False,,False,44,PLEKHA2,425,39956dead25a0fb3c326f997d6c9a0d27cad2d2df7cd545ea13f3f9130545815,Q9HB19,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.8738925457000732,0.3975875775019328,0.5831114649772644,-5.517638206481934,-5.348323345184326,-5.4225029945373535,-5.429488182067871,50.0,26.0,17.0,114.0
context,P04049,U,False,False,,False,45,PARP10,1025,5e89794c690c13b1ed811f2e0e6ca9da8847ff3151be364a8e2edf0b037e89ed,Q53GL7,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.8518577814102173,0.8059012095133463,0.38117027282714844,-6.639355659484863,-7.236329555511475,-5.754560947418213,-6.543415387471517,47.0,12.0,72.0,307.0
context,P04049,U,False,False,,False,46,TTLL1,423,7a6c988f5130733709199a618a4a6161deecc6696537e84328de8bc4fe67eba7,O95922,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-3.7162378629048667,-4.942843596140544,0.45058801770210266,-8.891315460205078,-9.100137710571289,-12.704591751098633,-10.232014973958334,416.0,443.0,353.0,247.0
context,P04049,U,False,False,,False,47,TEKT5,485,b23aacd8ca6fecfe7f42be7dcfe2419a4ca001a5b4169978a8402c620ffbca0c,Q96M29,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.4516436258951824,-0.8750038743019104,0.4631335437297821,-8.064435005187988,-7.928502559661865,-7.71945333480835,-7.904130299886067,126.0,129.0,174.0,238.0
context,P04049,U,False,False,,False,48,YTHDF3,585,ac613123bdfe3a0291f58c2670e9cd0e0ac896310f9c0a9a5710f5a2579a05cc,Q7Z739,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.1891101201375325,-1.7405869166056316,0.25236403942108154,-11.246532440185547,-11.02194881439209,-8.799806594848633,-10.356095949808756,82.0,198.0,364.0,399.0
context,P04049,U,False,False,,False,49,CTNNA2,953,da2b0294884f50be2668c2fa926325ed2d2f2862eca173cfb51aa2df05998aaf,P26232,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.9983839988708496,0.10634058713912964,0.67283034324646,-6.255578994750977,-4.933323383331299,-5.343067169189453,-5.510656515757243,61.0,44.0,23.0,21.0
context,P04049,U,False,False,,False,50,LRSAM1,723,55a25f39b4108facbdd5b8896f8d16fe4ac52095d74ccd6c0a265b75531a14d3,Q6UWE0,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.7965689500172933,0.550344983736674,0.21601314842700958,-8.859569549560547,-6.663926124572754,-6.27134370803833,-7.264946460723877,41.0,20.0,112.0,414.0
context,P04049,U,False,False,,False,51,GUCY1B1,619,6fcdebf98dccff66a1a51e13ffa8a15d3706ecfb58b84fa49b4817a7309b0353,Q02153,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.008393963177999,-1.3614296515782673,0.6167035102844238,-8.972908020019531,-6.469426155090332,-8.17060661315918,-7.870980262756348,219.0,170.0,172.0,70.0
context,P04049,U,False,False,,False,52,DOC2A,400,d9119f87c5636d49ba9f71faeb07de8d7f47853905939ca9be7613809b2cac1f,Q14183,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.6398855745792389,-0.12486976385116577,0.6207419037818909,-7.2777628898620605,-6.455392360687256,-5.749696254730225,-6.494283835093181,29.0,63.0,69.0,67.0
context,P04049,U,False,False,,False,53,FAM193B,902,e4c15868a6d406f1f07c973a88de5ff7ff5b9d877294fcdff9cb1b769b01536e,Q96PV7,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.502373178799947,-0.486515740553538,0.2549024522304535,-9.332660675048828,-8.428924560546875,-8.43704605102539,-8.732877095540365,138.0,94.0,238.0,397.0
background,P04049,U,False,False,,False,54,AGBL2,902,8bab7c3ec14096f7b2f571f3621fdd3887f848ae19716a0cf9d3e658c6c64ed5,Q5U5Z8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.517630418141683,-2.651033957799276,0.21267689764499664,-11.054573059082031,-7.778199672698975,-7.922519207000732,-8.91843064626058,297.0,315.0,259.0,419.0
background,P04049,U,False,False,,False,55,ZFP92,416,8c631968361812d1a2bbcbed0a13e6f59b07653cb170f73001f73f4cebddc600,A6NM28,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-3.3989665508270264,-3.105081081390381,0.19357435405254364,-9.287111282348633,-9.817091941833496,-6.325923919677734,-8.476709047953287,398.0,358.0,222.0,432.0
background,P04049,U,False,False,,False,56,TTC22,569,b65af53b135362116132cfa2067eceb89557375a97cb5f5e8fce2341b50dab68,Q5TAA0,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.7293439308802288,-1.1699614922205608,0.4046545624732971,-10.58581256866455,-6.312313079833984,-5.56712007522583,-7.488415241241455,167.0,157.0,131.0,281.0
background,P04049,U,False,False,,False,57,HOXA10,410,6f4d4c78a95073491f19bad4794676920b0fdb0f66a062220d5964b1ac31494a,P31260,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.8198220332463582,-2.641901652018229,0.3091486394405365,-10.525306701660156,-9.556750297546387,-7.657512187957764,-9.246523062388102,186.0,312.0,281.0,368.0
background,P04049,U,False,False,,False,58,RIOK2,552,2a0f0de1b3b97dd32c5fcd590eb525e7cf3945cd0ec6c4f99118a07cf306af71,Q9BVS4,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.5690921942392986,-0.9334526509046555,0.20905591547489166,-11.074488639831543,-8.17115306854248,-7.6652727127075195,-8.970304807027182,146.0,135.0,262.0,424.0
background,P04049,U,False,False,,False,59,HR,1189,d41961595afab9168b7e6c1f71be7d9e450db8a11f27c763f220fae2aa71a885,O43593,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.157308657964071,-1.1370444893836975,0.23772203922271729,-7.31139612197876,-10.325681686401367,-6.195126533508301,-7.9440681139628095,240.0,152.0,177.0,407.0
background,P04049,U,False,False,,False,60,REPS2,660,d00e168508f525324d4e9d4c568094f720b30567854e37aca8ecb2e8dc72f0c2,Q8NFH8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.095825751622518,-1.0295140345891316,0.47354546189308167,-6.289764881134033,-6.480222702026367,-3.8741683959960938,-5.548051993052165,235.0,140.0,24.0,230.0
